Title,Type,Release,Runtime,Genre,Nominations,Metascore,imdbRating,imdbVotes,imdbID,Budget,Gross
Without Remorse,Movie,2021-4-30,6540,Action,,41,5.8,60615,tt0499097,,
The Virtuoso,Movie,2021-4-30,6600,Action,,24,4.9,8356,tt4136456,,21356
Four Good Days,Movie,2021-5-21,6000,Drama,1,52,6.5,9452,tt10344522,,864091
Separation,Movie,2021-4-30,6420,Drama,,,4.7,4407,tt9173154,,4509143
The Resort,TV Series,2022-7-28,2100,Comedy,,,7.4,9085,tt11897688,,
Wrath of Man,Movie,2021-5-7,7140,Action,,57,7.1,187295,tt11083552,40000000,103966489
Monster,Movie,2004-1-30,6540,Biography,0,74,7.3,155295,tt0340855,8000000,58469210
The Paper Tigers,Movie,2021-5-7,6480,Action,,67,6.3,4930,tt6060444,,118351
Mainstream,Movie,2021-5-7,5640,Comedy,,36,5.0,4821,tt9224288,,49638
The Water Man,Movie,2021-5-7,5460,Adventure,,68,5.5,4233,tt4779326,,383234
Here Today,Movie,2021-5-7,7020,Comedy,,40,6.7,5114,tt10944596,,2871327
Above Suspicion,Movie,2021-5-7,6240,Action,,46,5.7,6871,tt5688068,,25396
Reboot Camp,Movie,2021-5-4,5820,Comedy,,,4.6,1844,tt11111286,,
Benny Loves You,Movie,2021-2-15,5640,Comedy,,,5.6,2562,tt3917506,70000,
Oxygen,Movie,2021-5-12,6000,Drama,,67,6.5,41029,tt6341832,,
Army of the Dead,Movie,2021-5-21,8880,Action,,57,5.7,177225,tt0993840,70000000,
Those Who Wish Me Dead,Movie,2021-5-14,6000,Action,,59,6.0,64854,tt3215824,,19107200
The Woman in the Window,Movie,2021-5-14,6000,Crime,,41,5.7,78150,tt6111574,40000000,
Spiral,Movie,2021-5-14,5580,Crime,,40,5.2,57364,tt10342730,20000000,40618920
Georgetown,Movie,2021-5-14,5940,Biography,,49,6.2,4594,tt4669252,,39163
Finding You,Movie,2021-5-14,7140,Drama,,41,6.4,6104,tt8760280,,3326885
The Killing of Two Lovers,Movie,2021-5-14,5100,Drama,,82,6.9,4610,tt10702148,,113649
616 Wilford Lane,Movie,2021-5-18,5100,Horror,,,4.2,557,tt10225926,,
Dream Horse,Movie,2021-5-21,6780,Biography,,68,6.9,6027,tt9883996,,6572790
Blast Beat,Movie,2020-1-26,6300,Drama,,53,5.3,281,tt10767066,,
A Quiet Place Part II,Movie,2021-5-28,5820,Drama,1,71,7.2,243829,tt8332922,55000000,297372261
Cruella,Movie,2021-5-28,8040,Adventure,1,59,7.3,242340,tt3228774,100000000,233503234
Plan B,Movie,2010-5-6,6360,Comedy,,,7.0,4422,tt1408972,,
Changing the Game,Movie,2012-5-11,6240,Action,,,4.0,529,tt1569931,,
Spirit Untamed,Movie,2021-6-4,5280,Animation,,49,5.5,4082,tt11084896,30000000,42717215
The Conjuring: The Devil Made Me Do It,Movie,2021-6-4,6720,Horror,,53,6.3,122492,tt7069210,39000000,206431050
Gully,Movie,2021-6-4,5040,Crime,,,2.5,21819,tt5013984,,22517
Flashback,Movie,2021-6-4,5820,Drama,,49,5.3,6523,tt8372094,,177143
Under the Stadium Lights,Movie,2021-6-4,6540,Action,,31,3.9,439,tt6384920,,
Grace and Grit,Movie,2021-6-4,6660,Biography,,,5.1,320,tt3910630,,
Awake,Movie,2007-11-30,5040,Crime,,33,6.5,77156,tt0211933,8600000,32730062
Infinite,Movie,2021-6-10,6360,Action,,28,5.4,54637,tt6654210,,
Peter Rabbit 2: The Runaway,Movie,2021-6-11,5580,Adventure,,43,6.2,12813,tt8376234,45000000,153901717
In the Heights,Movie,2021-6-11,8580,Drama,,84,7.3,49011,tt1321510,55000000,45175167
Wish Dragon,Movie,2021-6-11,5880,Animation,,59,7.2,29305,tt5562070,,21120000
The Misfits,Movie,1961-2-1,7500,Drama,,77,7.2,21709,tt0055184,4000000,
12 Mighty Orphans,Movie,2021-6-18,7080,History,,44,6.9,6331,tt8482584,,3713294
The House Next Door: Meet the Blacks 2,Movie,2021-6-11,5820,Action,,,3.9,1901,tt7524444,,2893660
Queen Bees,Movie,2021-6-11,6000,Comedy,,52,6.2,2427,tt8338076,,2315871
DOMINO: Battle of the Bones,Movie,2021-6-11,6600,Comedy,,,3.9,306,tt10160896,,50124
Hitman's Wife's Bodyguard,Movie,2021-6-16,6000,Action,,32,6.1,98216,tt8385148,70000000,70094113
Luca,Movie,2021-6-18,5700,Animation,1,71,7.4,171222,tt12801262,,49750471
Fatherhood,Movie,2021-6-18,6540,Comedy,,53,6.6,39814,tt4733624,,
The Birthday Cake,Movie,2021-6-18,5580,Crime,,58,4.3,1700,tt10719958,,23649
Rita Moreno: Just a Girl Who Decided to Go for It,Movie,2021-6-18,5400,Documentary,,77,7.7,837,tt10741846,,264626
The Sparks Brothers,Movie,2021-6-18,8400,Documentary,,80,7.8,5539,tt8610436,,1249115
Truman,Movie,2017-4-7,6480,Adventure,,81,7.3,13450,tt3754940,3800000,9027600
Stalker,Movie,1980-4-17,9720,Drama,,83,8.1,137637,tt0079944,1000000,385067
Love Spreads,Movie,2021-6-18,5580,Comedy,,,3.6,183,tt11777510,,
A Crime on the Bayou,Movie,2021-6-18,5460,Documentary,,81,6.5,97,tt10837932,,
Good on Paper,Movie,2021-6-23,5520,Comedy,,54,5.6,12980,tt8231668,,
F9: The Fast Saga,Movie,2021-6-25,8580,Action,,58,5.2,139931,tt5433138,200000000,726229501
The Ice Road,Movie,2021-6-25,6540,Action,,42,5.6,43458,tt3758814,,7502846
Werewolves Within,Movie,2021-7-2,5820,Comedy,,66,6.0,21611,tt9288692,,991898
False Positive,Movie,2021-6-25,5520,Horror,,54,4.7,6551,tt10096842,,
Lansky,Movie,2021-6-25,7140,Biography,,45,6.2,8541,tt5078852,5000000,136579
I Carry You with Me,Movie,2021-7-8,6660,Drama,,76,6.7,1312,tt11388990,,193860
Mary J Blige's My Life,Movie,2021-6-25,4920,Documentary,,56,6.6,606,tt11383348,,
Fathom,Movie,1967-8-9,5940,Adventure,,,5.7,1714,tt0061653,2225000,
Rollers,Movie,2021-6-25,,Comedy,,,5.4,48,tt9124868,,
America: The Motion Picture,Movie,2021-6-30,5880,Animation,,38,5.6,6865,tt6733874,,
Zola,Movie,2021-6-30,5160,Comedy,,76,6.5,15575,tt5439812,,4998097
No Sudden Move,Movie,2021-7-1,6900,Crime,,76,6.4,37313,tt11525644,,
The Tomorrow War,Movie,2021-7-2,8280,Action,,45,6.5,212100,tt9777666,200000000,14400000
The Forever Purge,Movie,2021-7-2,6180,Action,,53,5.4,37036,tt10327252,18000000,76994245
Fear Street: Part One - 1994,Movie,2021-7-2,6420,Drama,,67,6.2,85391,tt6566576,,
"Summer of Soul (...Or, When the Revolution Could Not Be Televised)",Movie,2021-7-2,7080,Documentary,0,96,8.0,12697,tt11422728,,3695948
Till Death,Movie,2021-7-2,5280,Thriller,,66,5.8,23494,tt11804152,,594582
Let Us In,Movie,2021-7-2,5040,Horror,,56,4.4,640,tt10533804,,
Black Widow,Movie,2021-7-9,8040,Action,,68,6.7,392570,tt3480822,200000000,379751655
Fear Street: Part Two - 1978,Movie,2021-7-9,6540,Drama,,61,6.7,68094,tt9701940,,
Summertime,Movie,1955-11-7,6000,Comedy,2,,7.1,9281,tt0048673,,
Gunpowder Milkshake,Movie,2021-7-14,6840,Action,,47,6.0,47191,tt8368408,30000000,1015760
Space Jam: A New Legacy,Movie,2021-7-15,6900,Animation,,36,4.5,74944,tt3554046,150000000,163692228
Escape Room: Tournament of Champions,Movie,2021-7-16,5280,Action,,48,5.7,49286,tt9844522,15000000,65774490
Fear Street: Part Three - 1666,Movie,2021-7-16,6840,Horror,,68,6.6,56676,tt9701942,,
Die in a Gunfight,Movie,2021-7-16,5520,Action,,23,4.4,3074,tt1697800,,68643
Pig,Movie,2021-7-16,5520,Drama,,82,6.9,80024,tt11003218,,3889432
Out of Death,Movie,2021-7-16,5760,Crime,,,3.3,5283,tt12528166,,95813
Roadrunner: A Film About Anthony Bourdain,Movie,2021-7-16,7140,Documentary,,,7.7,8235,tt14512538,,5492017
How It Ends,Movie,2018-7-13,6780,Action,,36,5.0,55229,tt5246700,20000000,
Trollhunters: Rise of the Titans,Movie,2021-7-21,6240,Animation,,,6.6,5417,tt12851396,,
Snake Eyes,Movie,1998-8-7,5880,Crime,,52,6.1,83829,tt0120832,73000000,103891409
Old,Movie,2021-7-23,6480,Drama,,55,5.8,131813,tt10954652,18000000,90146510
Joe Bell,Movie,2021-7-23,5640,Biography,,54,6.2,8206,tt4651466,,1736318
Jolt,Movie,2021-7-23,5460,Action,,48,5.6,32943,tt10228134,,238524
Midnight in the Switchgrass,Movie,2021-7-23,5940,Action,,24,4.5,8759,tt11656220,15000000,229811
Broken Diamonds,Movie,2021-7-23,5400,Drama,,34,5.6,295,tt6484398,,
Val,Movie,2021-8-6,6540,Documentary,,73,7.6,13385,tt14731254,,
Ailey,Movie,2021-7-23,5700,Documentary,,77,6.7,274,tt13622084,,214328
Jungle Cruise,Movie,2021-7-30,7620,Action,,50,6.6,197824,tt0870154,200000000,220889446
Vivo,Movie,2021-8-6,5700,Animation,,66,6.7,20036,tt6338498,,278381
Stillwater,Movie,2021-7-30,8340,Crime,,60,6.6,46318,tt10696896,,19754272
The Green Knight,Movie,2021-7-30,7800,Adventure,,85,6.6,105978,tt9243804,,18887953
Nine Days,Movie,2021-7-30,7440,Drama,,72,6.8,9355,tt10451852,,967662
Ride the Eagle,Movie,2021-7-30,5280,Comedy,,54,6.3,3327,tt14673560,,235209
The Evening Hour,Movie,2021-7-13,6840,Drama,,47,5.4,318,tt5554356,,
Lorelei,Movie,2021-7-30,6660,Drama,,71,6.4,2118,tt6461318,,12642
Enemies of the State,Movie,2021-7-30,6180,Documentary,,74,6.0,706,tt10388028,,8495
The Suicide Squad,Movie,2021-8-5,7920,Action,,72,7.2,366722,tt6334354,185000000,168717425
Naked Singularity,Movie,2021-8-13,5580,Comedy,,36,4.8,2656,tt9598214,,14571
John and the Hole,Movie,2021-8-6,6180,Drama,,61,5.2,3556,tt11307724,,26069
Playing God,Movie,1997-10-17,5640,Crime,,,5.6,7791,tt0119906,12000000,4166918
Swan Song,Movie,2021-12-17,6960,Drama,1,66,6.8,15316,tt13207508,,
She Ball,Movie,2022-5-9,5820,Comedy,,,3.2,418,tt7768784,,
The Kissing Booth 3,Movie,2021-8-11,6720,Comedy,,36,4.8,18687,tt12783454,,
Homeroom,Movie,2021-8-12,5400,Documentary,,68,5.7,266,tt13622168,,
Free Guy,Movie,2021-8-13,6900,Action,1,62,7.1,385501,tt6264654,120000000,331526598
Respect,Movie,2021-8-13,8700,Biography,,61,6.6,16152,tt2452150,55000000,32882823
Beckett,Movie,2021-8-13,6600,Action,,52,5.7,27082,tt10230994,,
Don't Breathe 2,Movie,2021-8-13,5880,Action,,46,6.0,61739,tt6246322,,53785551
CODA,Movie,2021-8-13,6660,Comedy,0,72,8.0,143575,tt10366460,10000000,1911296
Not Going Quietly,Movie,2021-8-13,5760,Documentary,,73,7.8,123,tt11905538,,
PAW Patrol: The Movie,Movie,2021-8-20,5160,Animation,,50,6.1,6877,tt11832046,26000000,144327371
Reminiscence,Movie,2021-8-20,6960,Mystery,,46,5.9,59280,tt3272066,54000000,16400193
The Protégé,Movie,2021-8-20,6540,Action,,48,6.1,34283,tt6079772,,8737253
Sweet Girl,Movie,2021-8-20,6600,Action,,46,5.5,33226,tt10731768,,
The Loud House Movie,Movie,2021-8-20,4980,Animation,,,6.1,2381,tt6714432,,
The Night House,Movie,2021-8-20,6420,Horror,,68,6.5,58553,tt9731534,,15437703
Flag Day,Movie,2021-8-20,6540,Crime,,53,5.4,3049,tt2304637,,1301424
Cryptozoo,Movie,2021-8-20,5700,Animation,,74,6.4,1939,tt13622118,,37883
Habit,Movie,1997-11-14,6720,Drama,,,6.4,1918,tt0113241,200000,
Demonic,Movie,2017-10-10,4980,Horror,,,5.3,15538,tt1841642,3000000,4476578
Risen,Movie,2016-2-19,6420,Action,,51,6.3,29352,tt3231054,20000000,46771565
The Witcher: Nightmare of the Wolf,Movie,2021-8-23,4980,Animation,,67,7.2,46769,tt11657662,,
Really Love,Movie,2021-8-25,5700,Drama,,,6.1,985,tt8722624,,
Candyman,Movie,1992-10-16,5940,Horror,,61,6.7,94757,tt0103919,6000000,25795897
Vacation Friends,Movie,2021-8-27,6180,Adventure,,49,6.3,23777,tt3626476,,
He's All That,Movie,2021-8-27,5280,Comedy,,36,4.4,26331,tt4590256,,
No Man of God,Movie,2021-8-27,6000,Biography,,67,6.4,8184,tt13507778,,215876
Rushed,Movie,2021-8-27,6060,Crime,,,5.6,2711,tt10430850,,
Afterlife of the Party,Movie,2021-9-2,6540,Comedy,,,5.8,9796,tt11742798,,
Shang-Chi and the Legend of the Ten Rings,Movie,2021-9-3,7920,Action,1,71,7.4,397139,tt9376612,200000000,432243292
Cinderella,Movie,2015-3-13,6300,Adventure,1,67,6.9,181484,tt1661199,95000000,542358331
Worth,Movie,2021-9-3,7080,Biography,,67,6.8,16070,tt8009744,,106645
The Gateway,Movie,2018-2-13,5400,Sci-Fi,,,5.4,5201,tt6179746,1100000,10878
Wild Indian,Movie,2021-9-3,5400,Crime,,74,5.8,1484,tt11433048,,197
We Need to Do Something,Movie,2021-9-3,5820,Horror,,48,4.5,3249,tt13363828,,15318
Kate,Movie,2021-9-10,6360,Action,,47,6.2,65161,tt7737528,,
Everybody's Talking About Jamie,Movie,2021-9-17,6900,Biography,1,62,6.5,7219,tt8635092,,
Malignant,Movie,2021-9-10,6660,Crime,,51,6.2,96400,tt3811906,40000000,34891791
Queenpins,Movie,2021-9-10,6600,Comedy,,45,6.3,15560,tt9054192,7000000,1277031
The Card Counter,Movie,2021-9-10,6660,Crime,,77,6.2,37833,tt11196036,,5040759
Come from Away,Movie,2021-9-10,6360,Comedy,,83,8.5,3348,tt7638556,,
The Voyeurs,Movie,2021-9-10,6960,Drama,,54,6.0,24685,tt11235772,,
Small Engine Repair,Movie,2021-9-10,6120,Comedy,,57,6.5,4173,tt9789042,,110995
Language Lessons,Movie,2021-9-10,5460,Comedy,,68,7.1,2498,tt14031338,,75627
Show Me the Father,Movie,2021-9-10,5460,Documentary,,,6.6,474,tt14769324,,1919165
Catch the Bullet,Movie,2021-9-10,5280,Western,,,2.9,529,tt11833710,,
Bad Candy,Movie,2021-9-10,6180,Horror,,,4.0,3206,tt6561576,,7748
Generation Wrecks,Movie,2021-9-12,6720,Comedy,,,9.1,138,tt10042868,,
Nightbooks,Movie,2021-9-15,6180,Family,,65,5.8,9669,tt10521144,,
The Starling,Movie,2021-9-24,6120,Comedy,,31,6.3,14099,tt5164438,,
The Eyes of Tammy Faye,Movie,2021-9-17,7560,Biography,0,55,6.6,36009,tt9115530,,2676180
Cry Macho,Movie,2021-9-17,6240,Drama,,58,5.7,29236,tt1924245,,16510734
Copshop,Movie,2021-9-17,6420,Action,,61,6.2,33992,tt5748448,,6807158
Blue Bayou,Movie,2021-9-17,7020,Drama,,58,7.1,8638,tt11121664,,919649
Prisoners of the Ghostland,Movie,2021-9-17,6180,Fantasy,,53,4.2,12455,tt6372694,,80425
Best Sellers,Movie,2021-9-17,6120,Comedy,,54,6.2,4926,tt10339052,,336174
Lady of the Manor,Movie,2021-9-17,5760,Comedy,,30,5.3,2099,tt11826450,1000000,
The Nowhere Inn,Movie,2021-9-16,5460,Comedy,,60,5.7,1339,tt10441822,,62337
My Name Is Pauli Murray,Movie,2021-10-1,5460,Documentary,,73,7.0,452,tt11092594,,
The Killing of Kenneth Chamberlain,Movie,2021-11-19,4980,Drama,,82,6.9,1169,tt8906722,,
Intrusion,Movie,2021-9-22,5520,Drama,,39,5.3,18944,tt5563324,,
My Little Pony: A New Generation,Movie,2021-9-24,5400,Animation,,,6.8,4082,tt10101702,,1382366
Dear Evan Hansen,Movie,2021-9-24,8220,Drama,,39,6.1,15912,tt9357050,28000000,19133454
The Guilty,Movie,2021-10-1,5400,Crime,,63,6.3,133066,tt9421570,,
Birds of Paradise,Movie,2021-9-24,6780,Drama,,57,5.9,2583,tt11771006,,
After We Fell,Movie,2021-10-22,5880,Drama,,,4.7,16492,tt13069986,,21753705
Venom: Let There Be Carnage,Movie,2021-10-1,5820,Action,,49,5.9,234291,tt7097896,110000000,506863592
The Many Saints of Newark,Movie,2021-10-1,7200,Crime,,60,6.3,57105,tt8110232,50000000,13037403
The Addams Family 2,Movie,2021-10-1,5580,Animation,,37,5.4,13968,tt11125620,,119815153
Bingo Hell,Movie,2021-10-1,5100,Comedy,,55,4.3,2489,tt13372992,,
Black as Night,Movie,2021-10-1,5220,Drama,,53,4.4,2167,tt13372884,,
Old Henry,Movie,2021-10-1,5940,Action,,69,7.2,29409,tt12731980,,77463
The Jesus Music,Movie,2021-10-1,6540,Documentary,,42,7.2,540,tt14857602,,1016725
Mayday,Movie,2021-10-1,6000,Drama,,45,4.3,1643,tt11271800,,2363134
God's Not Dead: We the People,Movie,2021-11-11,6600,Drama,,,4.2,1390,tt14578032,,1170367
There's Someone Inside Your House,Movie,2021-10-6,5760,Horror,,45,4.8,17669,tt8150814,,
No Time to Die,Movie,2021-10-8,9780,Action,2,68,7.3,415062,tt2382320,250000000,774153007
Mass,Movie,2021-10-15,6660,Drama,1,81,7.6,15806,tt11389748,,256359
South of Heaven,Movie,2021-10-8,7200,Action,,42,5.8,2117,tt11284502,,
The Manor,Movie,2021-10-8,4860,Horror,,59,5.3,6509,tt13372794,,
Madres,Movie,2021-10-8,4980,Horror,,43,4.8,1609,tt13372944,,
Justin Bieber: Our World,Movie,2021-10-8,5640,Documentary,,46,4.8,801,tt15385930,,
Survive the Game,Movie,2021-10-8,5820,Action,,,3.0,3875,tt12861508,,59347
Halloween Kills,Movie,2021-10-15,6300,Horror,,42,5.5,89827,tt10665338,20000000,133423964
The Last Duel,Movie,2021-10-15,9120,Action,,67,7.4,163780,tt4244994,100000000,30552111
Needle in a Timestack,Movie,2021-10-14,6660,Drama,,42,5.2,1986,tt7099280,,
Hard Luck Love Song,Movie,2023-3-21,6240,Romance,,56,5.4,462,tt8709338,,69746
"Introducing, Selma Blair",Movie,2021-10-21,5400,Documentary,,80,7.9,761,tt14030526,,5700
The Velvet Underground,Movie,2021-10-15,7260,Documentary,,87,7.3,4660,tt7230750,,
Night Teeth,Movie,2021-10-20,6420,Action,,42,5.7,19747,tt10763820,25000000,
Dune,Movie,2021-10-22,9300,Action,4,74,8.0,663292,tt1160419,165000000,402027830
Ron's Gone Wrong,Movie,2021-10-22,6420,Animation,,65,7.0,36409,tt7504818,,60692022
The French Dispatch,Movie,2021-10-22,6420,Comedy,3,74,7.1,130810,tt8847712,25000000,46333545
The Harder They Fall,Movie,2021-11-3,8340,Action,0,68,6.6,66317,tt10696784,,8292
The Electrical Life of Louis Wain,Movie,2021-11-5,6660,Biography,,63,6.8,16916,tt10687506,,1509173
Warning,Movie,2021-10-22,5160,Drama,,53,4.6,5607,tt8956324,,188173
Passing,Movie,2021-11-10,5880,Drama,4,85,6.7,15518,tt8893974,,
Hypnotic,Movie,2021-10-27,5280,Mystery,,32,5.3,17715,tt12383460,,
Antlers,Movie,2021-10-29,5940,Drama,,57,5.9,40787,tt7740510,,18867659
Army of Thieves,Movie,2021-10-29,7620,Action,,49,6.4,81267,tt13024674,,
A Mouthful of Air,Movie,2021-10-29,6300,Drama,,52,6.0,1982,tt10925852,2300000,269435
The Souvenir: Part II,Movie,2021-11-19,6420,Drama,,90,7.2,3565,tt6992978,,380778
Paranormal Activity: Next of Kin,Movie,2021-10-29,5880,Horror,,37,5.2,14045,tt10515988,,
The Spine of Night,Movie,2021-12-24,5580,Animation,,58,6.4,2449,tt3885422,,
Violet,Movie,2021-11-5,5520,Drama,,61,5.9,1214,tt6852672,,
Heart of Champions,Movie,2021-10-29,7140,Drama,,,5.8,1608,tt10314548,,37000
Eternals,Movie,2021-11-5,9360,Action,,52,6.3,354731,tt9032400,200000000,402064899
Red Notice,Movie,2021-11-12,7080,Action,,37,6.3,287463,tt7991608,160000000,178143
Finch,Movie,2021-11-5,6900,Adventure,,57,6.9,87498,tt3420504,,
Spencer,Movie,2021-11-5,7020,Biography,1,76,6.6,71488,tt12536294,18000000,25246967
Dangerous,Movie,2021-11-5,5940,Action,,27,5.1,7428,tt3876910,8000000,164231
Love Hard,Movie,2021-11-5,6240,Comedy,,42,6.3,56029,tt10752004,,
The Beta Test,Movie,2021-10-15,5580,Comedy,,72,6.1,5623,tt11738830,,37536
Clifford the Big Red Dog,Movie,2021-11-10,5760,Animation,,55,5.9,14619,tt2397461,64000000,107347356
"tick, tick... BOOM!",Movie,2021-11-19,7200,Biography,2,74,7.5,110716,tt8721424,55000000,112777
Home Sweet Home Alone,Movie,2021-11-12,5580,Comedy,,35,3.6,18540,tt11012066,15000000,
Apex,Movie,2021-11-12,5580,Action,,,3.0,5533,tt13265876,,11984
The Power of the Dog,Movie,2021-12-1,7560,Drama,11,89,6.8,181241,tt10293406,,271009
Bruised,Movie,2021-11-24,7740,Drama,,52,6.2,15305,tt8310474,11000000,
Ghostbusters: Afterlife,Movie,2021-11-19,7440,Adventure,1,45,7.1,190346,tt4513678,75000000,204334455
King Richard,Movie,2021-11-19,8640,Biography,5,76,7.5,120686,tt9620288,50000000,39429285
Extinct,Movie,2021-11-19,5040,Animation,,,5.5,3020,tt8241000,,7292504
C'mon C'mon,Movie,2021-11-24,6540,Drama,1,82,7.4,33823,tt10986222,8300000,4499395
Black Friday,Movie,2007-2-9,8580,Action,,76,8.4,21361,tt0400234,,1610897
Zeros and Ones,Movie,2021-11-19,5220,Thriller,,61,3.3,2587,tt13432484,,4604
Friend of the World,Movie,2021-6-14,3000,Comedy,,,5.9,55,tt6074542,,
Encanto,Movie,2021-11-24,6120,Animation,2,75,7.2,233608,tt2953050,50000000,256786742
House of Gucci,Movie,2021-11-24,9480,Biography,1,59,6.6,143890,tt11214590,75000000,153269161
The Unforgivable,Movie,2021-12-10,6720,Crime,,41,7.1,112884,tt11233960,,13062
Resident Evil: Welcome to Raccoon City,Movie,2021-11-24,6420,Action,,44,5.2,57226,tt6920084,25000000,41914915
8-Bit Christmas,Movie,2021-11-24,5820,Comedy,,66,6.7,19208,tt11540284,,
The Humans,Movie,2021-11-24,6480,Drama,,78,6.2,9164,tt10023286,,47029
South Park: Post COVID,TV Episode,2021-11-25,3420,Animation,,,7.5,10850,tt15005868,,
Licorice Pizza,Movie,2021-12-25,7980,Comedy,3,90,7.2,125508,tt11271038,40000000,33273330
Single All the Way,Movie,2021-12-2,5940,Comedy,,49,6.1,17776,tt14315756,,
Back to the Outback,Movie,2021-12-10,5700,Animation,,58,6.5,9241,tt13575806,,
Diary of a Wimpy Kid,Movie,2010-3-19,5640,Comedy,,56,6.2,53391,tt1196141,15000000,76196538
Encounter,Movie,2021-12-10,6480,Drama,,57,5.9,10302,tt12800524,,
Mixtape,Movie,2021-12-3,5580,Comedy,,,6.6,3866,tt1587420,,
Deadlock,Movie,2022-1-6,5820,Action,,,3.5,1860,tt10957044,11000000,
West Side Story,Movie,1961-12-23,9180,Crime,1,86,7.6,116982,tt0055614,6000000,44132334
Don't Look Up,Movie,2021-12-24,8280,Comedy,4,49,7.2,553205,tt11286314,75000000,791863
National Champions,Movie,2021-12-10,6960,Drama,,52,5.7,1592,tt14547524,8000000,475488
Being the Ricardos,Movie,2021-12-21,7860,Biography,3,60,6.5,42796,tt4995540,,
Red Rocket,Movie,2021-12-24,7800,Comedy,,76,7.1,27154,tt13453006,1100000,2312554
The Hating Game,Movie,2021-12-10,6120,Comedy,,,6.2,19529,tt8718158,,1550834
Rumble,Movie,2021-12-15,5700,Animation,,48,5.9,7666,tt8337158,,
Post Covid - The Return of Covid,TV Episode,2021-12-16,3720,Animation,,,7.5,7134,tt16375288,,
Spider-Man: No Way Home,Movie,2021-12-17,8880,Action,1,71,8.2,785694,tt10872600,200000000,1921847111
Nightmare Alley,Movie,2021-12-17,9000,Crime,4,70,7.0,151226,tt7740496,60000000,39629195
The Lost Daughter,Movie,2021-12-31,7260,Drama,3,86,6.7,68769,tt9100054,,703281
The Tender Bar,Movie,2022-1-7,6360,Drama,,53,6.7,30276,tt3108894,,
Mother/Android,Movie,2021-12-17,6600,Drama,,43,4.9,19992,tt13029044,,
Fortress,Movie,1993-9-3,5700,Action,,48,5.9,29549,tt0106950,8000000,6739141
Sing 2,Movie,2021-12-22,6600,Animation,,49,7.4,73966,tt6467266,85000000,408396446
The Matrix Resurrections,Movie,2021-12-22,8880,Action,1,63,5.7,258674,tt10838180,190000000,157286805
The King's Man,Movie,2021-12-22,7860,Action,,44,6.3,155546,tt6856242,100000000,125897478
The Tragedy of Macbeth,Movie,2022-1-14,6300,Drama,3,87,7.1,36217,tt10095582,,524771
A Journal for Jordan,Movie,2021-12-25,7860,Drama,,42,5.9,2348,tt0995854,,6682648
American Underdog,Movie,2021-12-25,6720,Biography,,53,7.1,17195,tt11729298,,26514814
Memoria,Movie,2021-9-30,8160,Drama,,91,6.5,9588,tt8399288,,588713
The 355,Movie,2022-1-7,7320,Action,,40,5.5,32336,tt8356942,75000000,27827745
The Legend of La Llorona,Movie,2022-1-11,5880,Horror,,,3.2,743,tt7267498,,369334
The Commando,Movie,2022-1-10,5580,Action,,,3.3,1355,tt12689248,2500000,30988
American Siege,Movie,2022-1-7,5460,Action,,,3.4,2033,tt13496236,3000000,121967
Scream,Movie,1996-12-20,6660,Horror,,65,7.4,359688,tt0117571,14000000,173046663
Shattered,Movie,2007-8-23,5700,Crime,,,6.6,32757,tt0489664,20000000,7651640
The Royal Treatment,Movie,2022-1-20,5760,Comedy,,36,5.2,10211,tt13989030,,
Redeeming Love,Movie,2022-1-21,8040,Drama,,32,6.7,9023,tt11365186,,9464198
The King's Daughter,Movie,2022-1-21,5880,Action,,31,5.1,4873,tt2328678,40500000,2231447
The Tiger Rising,Movie,2022-2-8,6120,Family,,33,4.6,770,tt1596557,,1115158
Hellblazers,Movie,2022-1-21,5040,Action,,,4.4,496,tt11525390,,
The Fallout,Movie,2022-1-27,5760,Drama,,84,7.0,26639,tt11847410,12000000,
Home Team,Movie,2022-1-28,5700,Comedy,,23,6.0,20122,tt14592064,,
The Ice Age Adventures of Buck Wild,Movie,2022-1-28,4920,Animation,,30,4.3,14678,tt13634480,245000000,
Clean,Movie,2022-1-28,5640,Action,,44,5.6,9446,tt10023022,,318877
Sundown,Movie,2022-1-28,4920,Drama,,70,6.6,5168,tt15115280,,1005078
Jackass Forever,Movie,2022-2-4,5760,Documentary,,74,6.8,46623,tt11466222,10000000,80563999
Moonfall,Movie,2022-2-4,7800,Action,,41,5.1,86436,tt5834426,150000000,67295363
Last Looks,Movie,2022-2-4,6600,Comedy,,49,5.8,9169,tt9244554,,365644
The Long Night,Movie,1947-5-28,6060,Drama,,,6.5,1849,tt0039581,,
Kimi,Movie,2022-2-10,5340,Crime,,79,6.3,35070,tt14128670,,63155
Shut In,Movie,2016-11-11,5460,Drama,,25,4.8,14262,tt2582500,10000000,13082071
Death on the Nile,Movie,2022-2-11,7620,Crime,,52,6.3,159070,tt7657566,90000000,137307235
Marry Me,Movie,2022-2-11,6720,Comedy,,51,6.1,35114,tt10223460,23000000,50477597
Blacklight,Movie,2022-2-11,6240,Action,,27,4.8,20655,tt14060094,43000000,15902207
I Want You Back,Movie,2022-2-11,6960,Comedy,,62,6.5,20983,tt6462958,,
Tall Girl 2,Movie,2022-2-11,5820,Comedy,,35,4.7,5340,tt16085592,24400000,
The Sky Is Everywhere,Movie,2022-2-11,6180,Drama,,66,5.6,1482,tt2201261,,
The In Between,Movie,2022-2-11,6900,Drama,,,5.9,8780,tt8851148,,
