Title,Type,Release,Runtime,Genre,Nominations,Metascore,imdbRating,imdbVotes,imdbID,Budget,Gross,Platform,CurrencyBudget,CurrencyGross,Language
King Richard,Movie,2021-11-19,8640.0,Biography,5.0,76.0,7.5,120686,tt9620288,50000000.0,39429285.0,others,USD,USD,English
C'mon C'mon,Movie,2021-11-24,6540.0,Drama,1.0,82.0,7.4,33823,tt10986222,8300000.0,4499395.0,others,USD,USD,Persian
Encanto,Movie,2021-11-24,6120.0,Animation,2.0,75.0,7.2,233608,tt2953050,50000000.0,256786742.0,others,USD,USD,English
House of Gucci,Movie,2021-11-24,9480.0,Biography,1.0,59.0,6.6,143890,tt11214590,75000000.0,153269161.0,others,USD,USD,English
The Unforgivable,Movie,2021-12-10,6720.0,Crime,,41.0,7.1,112884,tt11233960,,13062.0,netflix,,USD,Persian
Resident Evil: Welcome to Raccoon City,Movie,2021-11-24,6420.0,Action,,44.0,5.2,57226,tt6920084,25000000.0,41914915.0,others,USD,USD,English
8-Bit Christmas,Movie,2021-11-24,5820.0,Comedy,,66.0,6.7,19208,tt11540284,,,others,,,English
The Humans,Movie,2021-11-24,6480.0,Drama,,78.0,6.2,9164,tt10023286,,47029.0,others,,USD,English
Licorice Pizza,Movie,2021-12-25,7980.0,Comedy,3.0,90.0,7.2,125508,tt11271038,40000000.0,33273330.0,others,USD,USD,English
Single All the Way,Movie,2021-12-02,5940.0,Comedy,,49.0,6.1,17776,tt14315756,,,netflix,,,English
Back to the Outback,Movie,2021-12-10,5700.0,Animation,,58.0,6.5,9241,tt13575806,,,netflix,,,English
Encounter,Movie,2021-12-10,6480.0,Drama,,57.0,5.9,10302,tt12800524,,,others,,,English
Mixtape,Movie,2021-12-03,5580.0,Comedy,,,6.6,3866,tt1587420,,,netflix,,,English
Deadlock,Movie,2022-01-06,5820.0,Action,,,3.5,1860,tt10957044,11000000.0,,others,USD,,English
Don't Look Up,Movie,2021-12-24,8280.0,Comedy,4.0,49.0,7.2,553205,tt11286314,75000000.0,791863.0,netflix,USD,USD,English
National Champions,Movie,2021-12-10,6960.0,Drama,,52.0,5.7,1592,tt14547524,8000000.0,475488.0,others,USD,USD,English
Being the Ricardos,Movie,2021-12-21,7860.0,Biography,3.0,60.0,6.5,42796,tt4995540,,,others,,,English
Red Rocket,Movie,2021-12-24,7800.0,Comedy,,76.0,7.1,27154,tt13453006,1100000.0,2312554.0,others,USD,USD,English
The Hating Game,Movie,2021-12-10,6120.0,Comedy,,,6.2,19529,tt8718158,,1550834.0,others,,USD,English
Rumble,Movie,2021-12-15,5700.0,Animation,,48.0,5.9,7666,tt8337158,,,others,,,English
Spider-Man: No Way Home,Movie,2021-12-17,8880.0,Action,1.0,71.0,8.2,785694,tt10872600,200000000.0,1921847111.0,others,USD,USD,English
Nightmare Alley,Movie,2021-12-17,9000.0,Crime,4.0,70.0,7.0,151226,tt7740496,60000000.0,39629195.0,others,USD,USD,English
The Lost Daughter,Movie,2021-12-31,7260.0,Drama,3.0,86.0,6.7,68769,tt9100054,,703281.0,others,,USD,English
The Tender Bar,Movie,2022-01-07,6360.0,Drama,,53.0,6.7,30276,tt3108894,,,others,,,English
Mother/Android,Movie,2021-12-17,6600.0,Drama,,43.0,4.9,19992,tt13029044,,,hulu,,,English
Sing 2,Movie,2021-12-22,6600.0,Animation,,49.0,7.4,73966,tt6467266,85000000.0,408396446.0,others,USD,USD,English
The Matrix Resurrections,Movie,2021-12-22,8880.0,Action,1.0,63.0,5.7,258674,tt10838180,190000000.0,157286805.0,others,USD,USD,English
The King's Man,Movie,2021-12-22,7860.0,Action,,44.0,6.3,155546,tt6856242,100000000.0,125897478.0,others,USD,USD,English
The Tragedy of Macbeth,Movie,2022-01-14,6300.0,Drama,3.0,87.0,7.1,36217,tt10095582,,524771.0,others,,USD,English
A Journal for Jordan,Movie,2021-12-25,7860.0,Drama,,42.0,5.9,2348,tt0995854,,6682648.0,others,,USD,English
American Underdog,Movie,2021-12-25,6720.0,Biography,,53.0,7.1,17195,tt11729298,,26514814.0,others,,USD,English
Memoria,Movie,2021-09-30,8160.0,Drama,,91.0,6.5,9588,tt8399288,,588713.0,others,,USD,English
The 355,Movie,2022-01-07,7320.0,Action,,40.0,5.5,32336,tt8356942,75000000.0,27827745.0,others,USD,USD,English
The Legend of La Llorona,Movie,2022-01-11,5880.0,Horror,,,3.2,743,tt7267498,,369334.0,others,,USD,English
The Commando,Movie,2022-01-10,5580.0,Action,,,3.3,1355,tt12689248,2500000.0,30988.0,others,USD,USD,English
American Siege,Movie,2022-01-07,5460.0,Action,,,3.4,2033,tt13496236,3000000.0,121967.0,others,USD,USD,English
The Royal Treatment,Movie,2022-01-20,5760.0,Comedy,,36.0,5.2,10211,tt13989030,,,netflix,,,English
Redeeming Love,Movie,2022-01-21,8040.0,Drama,,32.0,6.7,9023,tt11365186,,9464198.0,others,,USD,English
The King's Daughter,Movie,2022-01-21,5880.0,Action,,31.0,5.1,4873,tt2328678,40500000.0,2231447.0,others,USD,USD,English
The Tiger Rising,Movie,2022-02-08,6120.0,Family,,33.0,4.6,770,tt1596557,,1115158.0,others,,USD,English
The Fallout,Movie,2022-01-27,5760.0,Drama,,84.0,7.0,26639,tt11847410,12000000.0,,others,USD,,English
Home Team,Movie,2022-01-28,5700.0,Comedy,,23.0,6.0,20122,tt14592064,,,netflix,,,English
Clean,Movie,2022-01-28,5640.0,Action,,44.0,5.6,9446,tt10023022,,318877.0,others,,USD,English
Jackass Forever,Movie,2022-02-04,5760.0,Documentary,,74.0,6.8,46623,tt11466222,10000000.0,80563999.0,others,USD,USD,English
Moonfall,Movie,2022-02-04,7800.0,Action,,41.0,5.1,86436,tt5834426,150000000.0,67295363.0,others,USD,USD,English
Last Looks,Movie,2022-02-04,6600.0,Comedy,,49.0,5.8,9169,tt9244554,,365644.0,others,,USD,English
Death on the Nile,Movie,2022-02-11,7620.0,Crime,,52.0,6.3,159070,tt7657566,90000000.0,137307235.0,others,USD,USD,English
Marry Me,Movie,2022-02-11,6720.0,Comedy,,51.0,6.1,35114,tt10223460,23000000.0,50477597.0,others,USD,USD,English
Blacklight,Movie,2022-02-11,6240.0,Action,,27.0,4.8,20655,tt14060094,43000000.0,15902207.0,others,USD,USD,English
I Want You Back,Movie,2022-02-11,6960.0,Comedy,,62.0,6.5,20983,tt6462958,,,amazon,,,English
Tall Girl 2,Movie,2022-02-11,5820.0,Comedy,,35.0,4.7,5340,tt16085592,24400000.0,,netflix,USD,,English
The Sky Is Everywhere,Movie,2022-02-11,6180.0,Drama,,66.0,5.6,1482,tt2201261,,,others,,,English
The In Between,Movie,2022-02-11,6900.0,Drama,,,5.9,8780,tt8851148,,,others,,,English
Fistful of Vengeance,Movie,2022-02-17,5760.0,Action,,44.0,4.4,7041,tt14158554,,,netflix,,,English
Uncharted,Movie,2022-02-18,6960.0,Action,,45.0,6.3,224070,tt1464335,120000000.0,401748820.0,others,USD,USD,English
Dog,Movie,2022-02-18,6060.0,Comedy,,61.0,6.5,39559,tt11252248,15000000.0,84774243.0,others,USD,USD,English
The Cursed,Movie,2022-02-18,6660.0,Fantasy,,62.0,6.2,12712,tt9907782,,4588389.0,others,,USD,English
Cyrano,Movie,2022-02-25,7380.0,Drama,1.0,66.0,6.4,12932,tt12889404,,6397112.0,others,,USD,English
Studio 666,Movie,2022-02-25,6360.0,Comedy,,50.0,5.7,10749,tt15374070,,3018515.0,others,,USD,English
Tyler Perry's A Madea Homecoming,Movie,2022-02-25,6300.0,Comedy,,42.0,5.6,4293,tt14813966,,,others,,,English
No Exit,Movie,2022-02-25,5700.0,Drama,,54.0,6.1,27688,tt7550014,,,hulu,,,English
Gasoline Alley,Movie,2022-02-24,5820.0,Action,,,3.8,2322,tt14174168,,32433.0,others,,USD,English
The Batman,Movie,2022-03-04,10560.0,Action,3.0,72.0,7.8,691237,tt1877830,200000000.0,770945583.0,others,USD,USD,English
After Yang,Movie,2022-03-04,5760.0,Drama,,78.0,6.7,18157,tt8633464,,729948.0,others,,USD,English
Fresh,Movie,2022-03-04,6840.0,Horror,,67.0,6.7,61574,tt13403046,,,hulu,,,English
A Day to Die,Movie,2022-03-22,6300.0,Action,,,3.5,4465,tt14412366,,98616.0,others,,USD,English
The Adam Project,Movie,2022-03-11,6360.0,Action,,55.0,6.7,211143,tt2463208,116000000.0,,netflix,USD,,English
Turning Red,Movie,2022-03-11,6000.0,Animation,1.0,83.0,7.0,132124,tt8097030,175000000.0,20122621.0,disney,USD,USD,English
Tyson's Run,Movie,2022-03-11,6180.0,Drama,,,6.2,334,tt3580748,,395627.0,others,,USD,English
Rescued by Ruby,Movie,2022-03-17,5400.0,Biography,,,7.1,9318,tt11278476,,,netflix,,,English
The Outfit,Movie,2022-03-18,6300.0,Crime,,69.0,7.1,51597,tt14114802,,4032313.0,others,,USD,English
Deep Water,Movie,2022-03-18,6900.0,Drama,,53.0,5.4,49613,tt2180339,48917499.0,,hulu,USD,,English
Windfall,Movie,2022-03-18,5520.0,Crime,,52.0,5.7,24765,tt15033192,,,netflix,,,English
X,Movie,2022-03-18,6300.0,Horror,,79.0,6.6,124403,tt13560574,1000000.0,14740889.0,others,USD,USD,English
Master,Movie,2021-01-13,10740.0,Action,,,7.3,78605,tt10579952,1350000000.0,28692230.0,amazon,INR,USD,Tamil
Measure of Revenge,Movie,2022-08-26,5520.0,Thriller,,30.0,3.8,368,tt9075388,,,others,,,English
The Lost City,Movie,2022-03-25,6720.0,Action,,60.0,6.1,131883,tt13320622,68000000.0,192907684.0,others,USD,USD,English
Everything Everywhere All at Once,Movie,2022-04-08,8340.0,Action,4.0,81.0,7.9,426897,tt6710474,14300000.0,139085596.0,others,USD,USD,English
Infinite Storm,Movie,2022-03-25,5820.0,Drama,,56.0,5.2,6818,tt14060232,,1707067.0,others,,USD,English
Moonshot,Movie,2022-03-31,6240.0,Comedy,,58.0,5.6,5680,tt12585076,,,others,,,English
Morbius,Movie,2022-04-01,6240.0,Action,,35.0,5.2,134663,tt5108870,75000000.0,167460961.0,others,USD,USD,English
The Bubble,Movie,2022-04-01,7560.0,Comedy,,34.0,4.7,26226,tt13610562,,,netflix,,,English
The Contractor,Movie,2022-04-01,6180.0,Action,,52.0,5.8,23820,tt10323676,50000000.0,2122288.0,others,USD,USD,English
Better Nate Than Ever,Movie,2022-04-01,5640.0,Comedy,,66.0,6.4,2843,tt14696284,,,disney,,,English
Sonic the Hedgehog 2,Movie,2022-04-08,7320.0,Action,,47.0,6.5,72817,tt12412888,110000000.0,405421518.0,others,USD,USD,English
Ambulance,Movie,2022-04-08,8160.0,Action,,55.0,6.1,81064,tt4998632,40000000.0,52300984.0,others,USD,USD,English
All the Old Knives,Movie,2022-04-08,6060.0,Mystery,,62.0,6.1,25264,tt3706352,,,others,,,English
Metal Lords,Movie,2022-04-08,5820.0,Comedy,,59.0,6.7,29530,tt12141112,,,netflix,,,English
Father Stu,Movie,2022-04-15,7440.0,Biography,,40.0,6.5,24259,tt14439896,4000000.0,21798260.0,others,USD,USD,English
Fantastic Beasts: The Secrets of Dumbledore,Movie,2022-04-15,8520.0,Adventure,,47.0,6.2,150666,tt4123432,200000000.0,407150844.0,others,USD,USD,English
Dual,Movie,2022-05-20,5640.0,Comedy,,62.0,5.8,10264,tt9005184,4500000.0,425909.0,others,EUR,USD,English
Titanic 666,Movie,2022-04-15,5460.0,Horror,,,3.3,2162,tt18394428,,66947.0,others,,USD,English
The Bad Guys,Movie,2022-04-22,6000.0,Animation,,64.0,6.8,47179,tt8115900,70000000.0,250162278.0,others,USD,USD,English
The Northman,Movie,2022-04-22,8220.0,Action,,82.0,7.1,224431,tt11138512,60000000.0,69633110.0,others,USD,USD,Ukrainian
The Unbearable Weight of Massive Talent,Movie,2022-04-22,6420.0,Action,,68.0,7.0,116924,tt11291274,30000000.0,29116320.0,others,USD,USD,English
The Survivor,Movie,2022-04-27,7740.0,Biography,1.0,71.0,6.7,4935,tt9242528,,177291.0,others,,USD,English
Memory,Movie,2022-04-29,6840.0,Action,,41.0,5.7,29342,tt11827628,30000000.0,13897255.0,others,USD,USD,English
Crush,Movie,2022-04-29,5580.0,Comedy,,56.0,6.3,7720,tt15096128,,,hulu,,,English
Corrective Measures,Movie,2022-04-29,6360.0,Action,,,4.3,2558,tt15391770,,34489.0,others,,USD,English
Doctor Strange in the Multiverse of Madness,Movie,2022-05-06,7560.0,Action,,60.0,6.9,433460,tt9419884,200000000.0,955775804.0,others,USD,USD,English
Along for the Ride,Movie,2022-05-06,6360.0,Drama,,55.0,6.1,7636,tt14506528,,,netflix,,,English
Operation Mincemeat,Movie,2022-05-11,7680.0,Drama,,65.0,6.6,29715,tt1879016,,15710164.0,others,,USD,English
Senior Year,Movie,2022-05-13,6660.0,Comedy,,47.0,5.5,40029,tt5315212,,,netflix,,,English
Sneakerella,Movie,2022-05-13,6720.0,Comedy,,,4.8,1606,tt10160886,,,disney,,,English
Family Camp,Movie,2022-06-28,6660.0,Comedy,,,5.0,1188,tt11535358,,3973263.0,others,,USD,English
Montana Story,Movie,2022-07-16,6840.0,Drama,,73.0,6.5,1542,tt13656980,,292915.0,others,,USD,English
Downton Abbey: A New Era,Movie,2022-05-20,7440.0,Drama,,63.0,7.4,25734,tt11703710,40000000.0,92621236.0,others,USD,USD,English
Chip 'n Dale: Rescue Rangers,Movie,2022-05-20,5820.0,Animation,0.0,66.0,7.0,43031,tt3513500,70000000.0,623190.0,disney,USD,USD,English
Good Mourning,Movie,2022-05-20,5580.0,Comedy,,,3.1,2081,tt15331186,,21348.0,others,,USD,English
The Valet,Movie,2022-05-20,7440.0,Comedy,,62.0,6.7,14240,tt4081630,,,hulu,,,English
Emergency,Movie,2022-05-27,6300.0,Comedy,,73.0,6.2,8612,tt13650600,,,amazon,,,English
Top Gun: Maverick,Movie,2022-05-27,7800.0,Action,5.0,78.0,8.3,569194,tt1745960,170000000.0,1493491858.0,others,USD,USD,English
The Bob's Burgers Movie,Movie,2022-05-27,6120.0,Animation,,75.0,7.0,18979,tt7466442,38000000.0,34148750.0,others,USD,USD,English
Zero Contact,Movie,2022-05-27,5820.0,Thriller,,18.0,3.1,699,tt12359080,,,others,,,English
A Chiara,Movie,2021-10-07,7260.0,Drama,,75.0,6.8,1888,tt14324296,,585750.0,others,,USD,Italian
Hollywood Stargirl,Movie,2022-06-03,6300.0,Comedy,,66.0,5.8,1164,tt14109994,,,disney,,,English
Crimes of the Future,Movie,2022-06-03,6420.0,Drama,,67.0,5.9,33768,tt14549466,35000000.0,4551565.0,others,USD,USD,English
Benediction,Movie,2021-12-23,8220.0,Biography,,81.0,6.7,2784,tt6852178,,847418.0,others,,USD,English
Interceptor,Movie,2022-06-03,5940.0,Action,,51.0,4.6,25266,tt14174940,15000000.0,,netflix,USD,,English
Fire Island,Movie,2022-06-03,6300.0,Comedy,,72.0,6.7,11439,tt15218000,,,hulu,,,English
Watcher,Movie,2022-06-03,5760.0,Drama,,72.0,6.3,30881,tt12004038,,3199952.0,others,,USD,English
Hustle,Movie,2022-06-08,7020.0,Comedy,,68.0,7.3,129744,tt8009428,,,netflix,,,English
Jurassic World: Dominion,Movie,2022-06-10,8820.0,Action,,38.0,5.6,180094,tt8041270,165000000.0,1001978080.0,others,USD,USD,English
Lightyear,Movie,2022-08-03,6300.0,Animation,,60.0,6.1,112023,tt10298810,200000000.0,226425420.0,others,USD,USD,English
Spiderhead,Movie,2022-06-17,6360.0,Action,,54.0,5.4,60803,tt9783600,,,netflix,,,English
Cha Cha Real Smooth,Movie,2022-06-17,6420.0,Comedy,,69.0,7.3,21907,tt14376344,,,others,,,English
Mid-Century,Movie,2022-10-24,6300.0,Horror,,,3.3,846,tt6821198,,,others,,,English
Elvis,Movie,2022-06-24,9540.0,Biography,8.0,64.0,7.3,204348,tt3704428,85000000.0,288670284.0,others,USD,USD,English
The Black Phone,Movie,2022-06-24,6180.0,Horror,,65.0,6.9,162363,tt7144666,18000000.0,161440742.0,others,USD,USD,English
The Man from Toronto,Movie,2022-06-24,6600.0,Action,,34.0,5.8,52630,tt11671006,75000000.0,,others,USD,,English
The Sea Beast,Movie,2022-07-08,6900.0,Animation,1.0,74.0,7.0,51078,tt9288046,,,netflix,,,English
Marcel the Shell with Shoes On,Movie,2022-07-15,5400.0,Animation,1.0,80.0,7.7,17474,tt15339456,,6863933.0,others,,USD,English
Rise,Movie,2022-06-24,6780.0,Biography,,74.0,7.0,7298,tt11242162,,,disney,,,English
The Forgiven,Movie,2022-09-02,7020.0,Drama,,59.0,6.0,6191,tt3696180,,1371556.0,others,,USD,English
Mr. Malcolm's List,Movie,2022-07-01,7020.0,Comedy,,65.0,5.8,2966,tt12545566,,2024507.0,others,,USD,English
The Princess,Movie,2022-07-01,5640.0,Action,,43.0,5.6,14149,tt13406136,,41844.0,hulu,,USD,English
Hot Seat,Movie,2022-07-07,5940.0,Thriller,,,4.3,2711,tt15690300,,68798.0,others,,USD,English
Thor: Love and Thunder,Movie,2022-07-08,7080.0,Action,,57.0,6.2,356359,tt10648342,250000000.0,760928081.0,others,USD,USD,English
The Gray Man,Movie,2022-07-22,7320.0,Action,,49.0,6.5,213290,tt1649418,200000000.0,454023.0,netflix,USD,USD,English
Where the Crawdads Sing,Movie,2022-07-15,7500.0,Drama,,43.0,7.2,91285,tt9411972,24000000.0,140230760.0,others,USD,USD,English
Paws of Fury: The Legend of Hank,Movie,2022-07-15,5880.0,Animation,,45.0,5.7,5316,tt4428398,,42492752.0,others,,USD,English
Persuasion,Movie,2022-07-15,6480.0,Drama,,42.0,5.8,31609,tt13456318,,,netflix,,,English
Gone in the Night,Movie,2022-08-02,5400.0,Mystery,,52.0,4.9,4413,tt15426294,,266466.0,others,,USD,English
1UP,Movie,2022-07-15,6000.0,Comedy,,,3.3,1433,tt13487922,,2379.0,others,,USD,English
Wrong Place,Movie,2022-08-02,5760.0,Action,,,3.6,4040,tt15837458,,71362.0,others,,USD,English
Don't Make Me Go,Movie,2022-07-15,6540.0,Drama,,54.0,6.7,3342,tt2597804,,,amazon,,,English
Nope,Movie,2022-07-22,7800.0,Horror,,77.0,6.8,216475,tt10954984,68000000.0,171235592.0,others,USD,USD,English
Anything's Possible,Movie,2022-07-22,5760.0,Drama,,62.0,5.5,1395,tt11464446,,,amazon,,,English
DC League of Super-Pets,Movie,2022-07-29,6300.0,Animation,,56.0,7.2,68066,tt8912936,90000000.0,207457117.0,others,USD,USD,English
Thirteen Lives,Movie,2022-08-05,8820.0,Action,,66.0,7.8,59425,tt12262116,,,others,,,English
Vengeance,Movie,2022-07-29,6420.0,Comedy,,65.0,6.8,25716,tt11976532,,4370536.0,others,,USD,English
Sharp Stick,Movie,2022-11-28,5520.0,Comedy,,53.0,4.9,1540,tt14158346,,,others,,,English
Not Okay,Movie,2022-07-29,6000.0,Comedy,,62.0,6.1,16514,tt14814040,,,hulu,,,English
Paradise Highway,Movie,2022-07-29,6900.0,Thriller,,48.0,5.6,4657,tt7469828,6000000.0,222607.0,others,USD,USD,English
Honor Society,Movie,2022-07-29,5880.0,Comedy,,66.0,6.5,7406,tt16491324,20000000.0,,others,USD,,English
Bullet Train,Movie,2022-08-05,7620.0,Action,,49.0,7.3,339669,tt12593682,85900000.0,239268602.0,others,USD,USD,English
Luck,Movie,2022-08-05,6300.0,Animation,,48.0,6.4,22402,tt7214954,,,others,,,English
Easter Sunday,Movie,2022-08-05,5760.0,Comedy,,41.0,5.3,2277,tt11952606,,13074255.0,others,,USD,English
Bodies Bodies Bodies,Movie,2022-08-12,5640.0,Comedy,,69.0,6.2,46661,tt8110652,,13929670.0,others,,USD,English
They/Them,Movie,2022-08-05,6240.0,Horror,,46.0,3.8,9564,tt14502344,,,others,,,English
Secret Headquarters,Movie,2022-08-05,6240.0,Action,,47.0,5.1,6490,tt14001894,,,others,,,English
Day Shift,Movie,2022-08-12,6780.0,Action,,51.0,6.1,81755,tt13314558,100000000.0,,netflix,USD,,English
Fall,Movie,2022-08-12,6420.0,Thriller,,62.0,6.4,74955,tt15325794,3000000.0,17363261.0,others,USD,USD,English
Emily the Criminal,Movie,2022-08-12,5820.0,Crime,,75.0,6.7,40353,tt15255876,3000000.0,2157673.0,others,USD,USD,English
Beast,Movie,2022-04-13,9300.0,Action,,,5.2,34256,tt11301946,180.0,18911959.0,others,INR,USD,Tamil
Orphan: First Kill,Movie,2022-08-19,5940.0,Crime,,54.0,5.9,37907,tt11851548,10000000.0,37083743.0,others,USD,USD,English
Spin Me Round,Movie,2022-08-19,6240.0,Comedy,,58.0,5.2,3836,tt14596320,,,others,,,English
Delia's Gone,Movie,2022-10-13,5400.0,Crime,,40.0,4.7,401,tt11513710,,,others,,,English
Three Thousand Years of Longing,Movie,2022-08-26,6480.0,Drama,,60.0,6.7,43152,tt9198364,60000000.0,20266532.0,others,USD,USD,English
Samaritan,Movie,2022-08-26,6120.0,Action,,45.0,5.7,49329,tt5500218,100000000.0,,amazon,USD,,English
Me Time,Movie,2022-08-26,6060.0,Comedy,,25.0,5.1,36189,tt14309446,80000000.0,,netflix,USD,,English
Breaking,Movie,2022-08-26,6180.0,Crime,,66.0,6.2,5653,tt12311620,,2806359.0,others,,USD,English
Honk for Jesus. Save Your Soul.,Movie,2022-09-02,6360.0,Comedy,,63.0,5.4,3642,tt12655436,,2561270.0,others,,USD,English
Wire Room,Movie,2022-09-23,5760.0,Action,,,3.6,1122,tt16527290,,,others,,,English
After Ever Happy,Movie,2022-09-07,5700.0,Drama,,,4.5,7255,tt13070038,,19155062.0,others,,USD,English
Barbarian,Movie,2022-09-09,6120.0,Horror,,78.0,7.0,143111,tt15791034,4500000.0,45352337.0,others,USD,USD,English
Lifemark,Movie,2022-09-09,7200.0,Drama,,,5.9,873,tt20864704,,5644998.0,others,,USD,English
Flight/Risk,Movie,2022-09-09,5880.0,Documentary,,,6.4,643,tt21293078,,,others,,,English
Clerks III,Movie,2022-09-16,6000.0,Comedy,,50.0,6.3,14394,tt11128440,7000000.0,4717597.0,others,USD,USD,English
The Woman King,Movie,2022-09-16,8100.0,Action,2.0,77.0,6.8,58123,tt8093700,50000000.0,97250903.0,others,USD,USD,English
See How They Run,Movie,2022-09-16,5880.0,Comedy,1.0,60.0,6.5,53372,tt13640696,40000000.0,21966634.0,others,USD,USD,English
Blonde,Movie,2022-09-28,10020.0,Biography,1.0,50.0,5.5,64686,tt1655389,22000000.0,,netflix,USD,,English
Pearl,Movie,2022-09-16,6180.0,Drama,,76.0,7.0,53133,tt18925334,,9744096.0,others,,USD,English
Do Revenge,Movie,2022-09-16,7080.0,Comedy,,66.0,6.3,42701,tt13327038,25000000.0,,netflix,USD,,English
The Silent Twins,Movie,2022-09-16,6780.0,Biography,,59.0,5.8,1649,tt11052678,,298207.0,others,,USD,English
"Confess, Fletch",Movie,2022-09-16,5880.0,Comedy,,64.0,6.5,12531,tt12718300,20000000.0,656613.0,others,USD,USD,English
God's Country,Movie,2022-09-16,6120.0,Thriller,,77.0,5.6,2885,tt11818818,,493679.0,others,,USD,English
Running the Bases,Movie,2022-09-16,7620.0,Drama,,,5.4,386,tt8110900,,1511980.0,others,,USD,English
Don't Worry Darling,Movie,2022-09-23,7380.0,Drama,,48.0,6.2,111332,tt10731256,20000000.0,87609403.0,others,USD,USD,English
Catherine Called Birdy,Movie,2022-10-07,6480.0,Adventure,,74.0,6.6,6348,tt11727866,,,others,,,English
Lou,Movie,2022-09-23,6420.0,Action,,51.0,6.1,28705,tt5315210,,43697.0,netflix,,USD,English
On the Come Up,Movie,2022-09-23,6960.0,Comedy,,52.0,5.6,601,tt9783730,,236153.0,others,,USD,English
A Jazzman's Blues,Movie,2022-09-23,7620.0,Drama,,62.0,6.7,3699,tt14307536,,,netflix,,,English
Smile,Movie,2022-09-30,6900.0,Horror,,68.0,6.5,119856,tt15474916,17000000.0,217408513.0,others,USD,USD,English
Bros,Movie,2022-09-30,6900.0,Comedy,,72.0,6.4,28505,tt9731598,22000000.0,14781779.0,others,USD,USD,English
Hocus Pocus 2,Movie,2022-09-30,6180.0,Comedy,,56.0,6.0,46880,tt11909878,,,disney,,,English
The Greatest Beer Run Ever,Movie,2022-09-30,7560.0,Adventure,,39.0,6.8,21160,tt10268488,40000000.0,,others,USD,,English
The Good House,Movie,2022-09-30,6240.0,Comedy,,62.0,6.4,1995,tt3104956,,2279914.0,others,,USD,English
Luckiest Girl Alive,Movie,2022-10-07,6780.0,Drama,,54.0,6.4,50121,tt4595186,,,netflix,,,English
God's Creatures,Movie,2022-09-30,6000.0,Drama,,69.0,5.9,1954,tt10375396,,175209.0,others,,USD,English
Dead for a Dollar,Movie,2022-09-30,6420.0,Thriller,,61.0,5.3,3924,tt14895206,,81403.0,others,,USD,English
My Best Friend's Exorcism,Movie,2022-09-30,5820.0,Comedy,,58.0,5.3,5129,tt7830806,,,amazon,,,English
Mr. Harrigan's Phone,Movie,2022-10-05,6240.0,Drama,,55.0,6.0,33315,tt12908110,,,netflix,,,English
Terrifier 2,Movie,2022-10-06,8280.0,Horror,,59.0,6.2,32431,tt10403420,250000.0,15065239.0,others,USD,USD,English
"Lyle, Lyle, Crocodile",Movie,2022-10-07,6360.0,Animation,,51.0,6.1,10613,tt14668630,50000000.0,104088441.0,others,USD,USD,English
Amsterdam,Movie,2022-10-07,8040.0,Comedy,1.0,48.0,6.1,73831,tt10304142,80000000.0,31245810.0,others,USD,USD,English
Tár,Movie,2022-10-28,9480.0,Drama,6.0,92.0,7.5,67400,tt14444726,25000000.0,26626792.0,others,USD,USD,English
The Redeem Team,Movie,2022-10-07,5820.0,Documentary,,76.0,7.4,9166,tt21837726,,,others,,,English
Halloween Ends,Movie,2022-10-14,6660.0,Horror,,47.0,5.0,59032,tt10665342,20000000.0,104186860.0,others,USD,USD,English
Till,Movie,2022-10-28,7800.0,Biography,1.0,79.0,7.1,9535,tt4960748,33000000.0,11232636.0,others,USD,USD,English
Rosaline,Movie,2022-10-14,5700.0,Comedy,,61.0,6.4,8403,tt1777606,,,hulu,,,English
All Quiet on the Western Front,Movie,2022-10-28,8880.0,Action,5.0,76.0,7.8,194661,tt1016150,,,netflix,,,German
Stars at Noon,Movie,2022-10-14,8100.0,Drama,,64.0,5.5,2339,tt10354106,,26146.0,others,,USD,English
The School for Good and Evil,Movie,2022-10-19,8820.0,Action,,30.0,5.8,30558,tt2935622,,,netflix,,,English
The Good Nurse,Movie,2022-10-26,7260.0,Biography,1.0,65.0,6.8,67044,tt4273800,,14943.0,netflix,,USD,English
V/H/S/99,Movie,2022-10-20,6540.0,Horror,,58.0,5.1,5591,tt21651560,,,others,,,English
Black Adam,Movie,2022-10-21,7500.0,Action,,41.0,6.3,239993,tt6443346,195000000.0,393252111.0,others,USD,USD,English
Ticket to Paradise,Movie,2022-10-21,6240.0,Comedy,,50.0,6.2,46584,tt14109724,60000000.0,168430007.0,others,USD,USD,English
Wendell & Wild,Movie,2022-10-28,6300.0,Animation,,69.0,6.4,10501,tt5181830,,,netflix,,,English
The Banshees of Inisherin,Movie,2022-11-04,6840.0,Comedy,9.0,87.0,7.7,195817,tt11813216,,49001733.0,others,,USD,English
My Policeman,Movie,2022-11-04,6780.0,Drama,,50.0,6.5,17857,tt13139228,,,amazon,,,English
Aftersun,Movie,2022-11-18,6120.0,Drama,1.0,95.0,7.7,57317,tt19770238,,8006126.0,others,,USD,English
Detective Knight: Rogue,Movie,2022-10-21,6300.0,Action,,,3.7,1297,tt21435436,,95244.0,others,,USD,English
The Return of Tanya Tucker: Featuring Brandi Carlile,Movie,2022-11-04,6480.0,Documentary,,74.0,7.3,129,tt17640752,,93275.0,others,,USD,English
Armageddon Time,Movie,2022-11-04,6840.0,Drama,,74.0,6.5,10974,tt10343028,15000000.0,6349400.0,others,USD,USD,English
